Date,Temperature,Precipitation,Humidity,Visibility,WindSpeed
2017-01-12 07:00:00,18.88888888888889,0.0,73.0,9.969999999999999,32.9845
2017-01-12 08:00:00,19.444444444444443,0.0,71.0,10.0,28.962
2017-01-12 09:00:00,19.444444444444443,0.0,71.0,10.0,32.9845
2017-01-12 10:00:00,19.814814814814813,0.0,69.0,9.979999999999999,35.397999999999996
2017-01-12 11:00:00,20.0,1.778,70.0,10.0,27.353
2017-01-12 12:00:00,19.444444444444443,3.556,73.0,10.0,33.789
2017-01-12 13:00:00,20.37037037037037,5.334,68.33333333333333,9.646666666666667,29.49833333333333
2017-01-12 14:00:00,21.11111111111111,7.112,66.0,10.0,24.134999999999998
2017-01-12 15:00:00,16.11111111111111,8.89,85.0,7.0,27.353
2017-01-12 16:00:00,13.888888888888888,9.525,84.66666666666667,8.313333333333333,24.135
2017-01-12 17:00:00,11.111111111111112,10.16,84.0,3.8333333333333335,22.526
2017-01-12 18:00:00,9.583333333333334,26.035000000000004,89.0,3.25,14.88325
2017-01-12 19:00:00,9.111111111111112,17.145,87.6,4.196,16.733600000000003
2017-01-12 20:00:00,6.666666666666667,7.62,83.0,7.0,24.134999999999998
2017-01-12 21:00:00,5.833333333333333,15.24,84.0,6.5,24.134999999999998
2017-01-12 22:00:00,5.277777777777778,10.16,82.0,8.85,19.308
2017-01-12 23:00:00,4.722222222222222,5.08,82.5,9.0,20.112499999999997
2017-01-13 00:00:00,3.3333333333333335,0.0,83.0,8.0,14.481
2017-01-13 01:00:00,3.3333333333333335,0.0,80.33333333333333,7.82,12.872
2017-01-13 02:00:00,3.3333333333333335,0.0,79.0,8.0,12.872
2017-01-13 03:00:00,2.7777777777777777,0.0,79.0,7.0,16.09
2017-01-13 04:00:00,2.7777777777777777,0.0,79.0,6.92,16.8945
2017-01-13 05:00:00,2.7777777777777777,0.0,79.0,7.0,14.481
2017-01-13 06:00:00,2.7777777777777777,0.0,79.0,7.0,12.872
2017-01-13 07:00:00,2.7777777777777772,0.0,77.0,6.946666666666666,12.872
2017-01-13 08:00:00,2.7777777777777777,0.0,76.0,7.0,19.308
2017-01-13 09:00:00,2.7777777777777777,0.0,76.0,6.0,14.481
2017-01-13 10:00:00,3.0555555555555554,3.1750000000000003,76.0,6.295,15.285499999999999
2017-01-13 11:00:00,3.888888888888889,6.3500000000000005,76.0,7.0,14.481
2017-01-13 12:00:00,4.444444444444445,9.525,73.0,7.0,14.481
2017-01-13 13:00:00,4.074074074074074,12.700000000000001,74.0,5.613333333333333,14.481
2017-01-13 14:00:00,3.888888888888889,15.24,82.0,5.0,11.263
2017-01-13 15:00:00,3.5185185185185186,9.313333333333334,84.66666666666667,3.6666666666666665,14.481
2017-01-13 16:00:00,3.3333333333333335,2.54,85.0,5.243333333333333,12.335666666666667
2017-01-13 17:00:00,3.3333333333333335,2.54,83.0,6.5,18.503500000000003
2017-01-13 18:00:00,3.3333333333333335,2.54,86.0,4.0,14.481
2017-01-13 19:00:00,3.3333333333333335,3.81,86.0,4.91,12.335666666666667
2017-01-13 20:00:00,3.3333333333333335,0.0,83.0,8.0,12.872
2017-01-13 21:00:00,3.3333333333333335,0.0,83.0,8.0,14.481
2017-01-13 22:00:00,3.3333333333333335,0.0,85.0,7.82,12.335666666666667
2017-01-13 23:00:00,3.3333333333333335,0.0,87.0,5.666666666666667,5.899666666666666
2017-01-14 00:00:00,3.3333333333333335,0.0,89.0,2.5,6.436
2017-01-14 01:00:00,3.3333333333333335,0.0,89.0,2.1633333333333336,7.508666666666667
2017-01-14 02:00:00,3.1481481481481484,0.508,93.0,1.8333333333333333,10.726666666666667
2017-01-14 03:00:00,3.055555555555556,1.016,93.0,2.5,7.240499999999999
2017-01-14 04:00:00,3.5185185185185186,1.524,90.66666666666667,3.4966666666666666,4.827
2017-01-14 05:00:00,3.888888888888889,2.032,89.0,4.0,0.0
2017-01-14 06:00:00,3.611111111111111,2.54,91.0,2.0,2.4135
2017-01-14 07:00:00,3.888888888888889,2.54,91.0,2.245,2.4135
2017-01-14 08:00:00,3.888888888888889,5.08,93.0,2.0,0.0
2017-01-14 09:00:00,4.0740740740740735,2.54,91.66666666666667,2.8333333333333335,0.0
2017-01-14 10:00:00,4.523809523809524,10.795,90.14285714285714,2.4614285714285713,2.528428571428571
2017-01-14 11:00:00,5.0,13.207999999999998,89.0,2.05,0.9654
2017-01-14 12:00:00,5.277777777777778,2.54,91.0,3.0,6.436
2017-01-14 13:00:00,5.416666666666666,13.546666666666667,90.0,2.3075,5.6315
2017-01-14 14:00:00,5.555555555555555,5.926666666666667,89.0,2.3125,5.6315
2017-01-14 15:00:00,5.5555555555555545,2.54,89.0,8.333333333333334,9.117666666666667
2017-01-14 16:00:00,5.555555555555555,0.0,87.0,9.969999999999999,8.849499999999999
2017-01-14 17:00:00,5.555555555555555,0.0,85.0,10.0,9.654
2017-01-14 18:00:00,5.555555555555555,0.0,85.0,10.0,12.872
2017-01-14 19:00:00,5.185185185185185,0.0,85.66666666666667,8.979999999999999,10.726666666666667
2017-01-14 20:00:00,4.444444444444445,0.0,86.0,9.0,9.654
2017-01-14 21:00:00,4.444444444444445,0.0,86.0,9.0,11.263
2017-01-14 22:00:00,4.166666666666667,0.0,87.5,7.85,12.067499999999999
2017-01-14 23:00:00,3.888888888888889,0.0,89.0,6.0,11.263
2017-01-15 00:00:00,3.888888888888889,0.0,86.5,6.5,11.263
2017-01-15 01:00:00,3.888888888888889,0.0,86.0,5.1475,10.4585
2017-01-15 02:00:00,3.611111111111111,0.0,87.5,5.5,10.4585
2017-01-15 03:00:00,3.3333333333333335,0.0,89.0,5.0,8.045
2017-01-15 04:00:00,3.3333333333333335,0.0,87.5,4.984999999999999,8.849499999999999
2017-01-15 05:00:00,3.3333333333333335,0.0,86.0,5.0,9.654
